PLETH,II
5.24809216899649,35.4638345864662
5.63585149474426,27.4638345864662
5.334653606825,22.4638345864662
5.52767675484882,17.4638345864662
5.45258497091135,32.4638345864662
3.48953036524236,29.4638345864662
3.49124383435414,35.4638345864662
2.41519199887114,37.4638345864662
1.59149573249781,38.4638345864662
0.339315953271981,21.4638345864662
0.598906821048405,15.4638345864662
-0.643095868222428,24.4638345864662
-1.40123965409924,19.4638345864662
-1.65904986478662,22.4638345864662
-2.41078107435711,28.4638345864662
-2.62689141917482,33.4638345864662
-2.49961790339672,19.4638345864662
-1.57182571857199,34.4638345864662
-1.55719930101536,30.4638345864662
-1.47849754128041,1.46383458646619
-1.63587236315914,7.46383458646619
-1.42074299314564,22.4638345864662
-1.6688997008387,27.4638345864662
-2.37478517375563,40.4638345864662
-4.6059273899546,45.4638345864662
-4.49345626580264,42.4638345864662
-4.56358191862384,33.4638345864662
-4.53910974503122,42.4638345864662
-4.51917271555108,45.4638345864662
-2.6558812084706,29.4638345864662
-1.46317922170373,13.4638345864662
-1.61170628210176,3.46383458646619
-1.4790523498984,18.4638345864662
-1.58458560935737,18.4638345864662
-1.51399512811314,8.46383458646619
-1.54571598890309,33.4638345864662
-1.55282948761224,155.463834586466
-1.51056786779008,209.463834586466
-1.58127084880649,9.46383458646619
-1.49098812638152,-4.53616541353381
-1.59083525984028,11.4638345864662
-1.49156083796694,5.46383458646619
-1.58096684274509,14.4638345864662
-2.47023028092336,0.463834586466191
-2.59022165973765,22.4638345864662
-4.43413975136719,13.4638345864662
-5.56997942691461,13.4638345864662
-5.54327792586855,27.4638345864662
-5.50565183564601,19.4638345864662
-5.59906799190825,18.4638345864662
-5.46298501912079,26.4638345864662
-4.66446083455398,29.4638345864662
-4.42162820169358,13.4638345864662
-4.64091385092487,43.4638345864662
-4.46397727669238,32.4638345864662
-4.58520778075212,41.4638345864662
-4.52676157689295,69.4638345864662
-4.52180218310045,73.4638345864662
-2.66246280668673,67.4638345864662
-2.40987732767054,87.4638345864662
-1.70308397158514,88.4638345864662
-1.39999818563861,98.4638345864662
-1.64483585689687,93.4638345864662
-1.47675657975878,82.4638345864662
0.364084907298739,67.4638345864662
0.500041321606685,66.4638345864662
1.43711993708758,16.4638345864662
2.38791626074148,14.4638345864662
3.53590490532529,16.4638345864662
5.27188511954762,5.46383458646619
5.65692564884179,-11.5361654135338
5.27418074219922,0.463834586466191
6.57995390394094,3.46383458646619
8.29625316211526,-28.5361654135338
8.57174841323408,-20.5361654135338
9.36858510330042,13.4638345864662
9.48592125560888,-7.53616541353381
9.49762808987324,1.46383458646619
9.36800480614277,-22.5361654135338
8.63303232235389,-5.53616541353381
8.26805488936475,25.4638345864662
6.72972259711092,-13.5361654135338
6.22231213858874,-6.53616541353381
5.6853281021749,26.4638345864662
4.34566444819065,14.4638345864662
5.4619135704181,1.46383458646619
3.60150363506406,-13.5361654135338
3.27792737129218,-1.53616541353381
3.66306464510364,1.46383458646619
3.25738442114543,18.4638345864662
3.64384337419442,6.46383458646619
3.31147228014597,-5.53616541353381
2.60153053024136,12.4638345864662
2.37778794630169,9.46383458646619
2.48047201357235,1.46383458646619
2.49910265107058,13.4638345864662
2.37033487396337,6.46383458646619
1.62741242349135,-14.5361654135338
2.23733624488143,8.46383458646619
2.67453441754514,18.4638345864662
2.27385274958585,9.46383458646619
2.60315681948391,32.4638345864662
2.37066761335318,22.4638345864662
1.53083370197725,10.4638345864662
1.45244125464668,21.4638345864662
1.40919332629169,25.4638345864662
1.56056265543678,13.4638345864662
-0.598598704764576,-22.5361654135338
-1.40838125354284,-5.53616541353381
-2.64818961406109,-5.53616541353381
-4.34636120361138,3.46383458646619
-2.79352616923559,3.46383458646619
-2.33207501900575,65.4638345864662
-2.68559892635849,214.463834586466
-2.46487877003102,115.463834586466
-1.58119011651731,-50.5361654135338
-2.53327532214444,-15.5361654135338
-1.51359911599763,-25.5361654135338
-1.63260812530562,6.46383458646619
-0.433180209051166,1.46383458646619
0.273139615905798,-15.5361654135338
1.62611897734613,1.46383458646619
0.329345302001807,17.4638345864662
0.585202006623672,3.46383458646619
-0.608844302481993,18.4638345864662
-1.45121918690676,-12.5361654135338
-1.59926654713343,-2.53616541353381
-1.51282589499638,16.4638345864662
-1.53431320907758,1.46383458646619
-1.57475475819313,33.4638345864662
-1.48100040993565,21.4638345864662
-1.61510494329412,35.4638345864662
